id_bien_immo;code_local;type_local;surf_re;nbre_piece;surf_car;id_com
5217;2;Appartement;58;3;55.85;618
5218;2;Appartement;80;3;80.99;618
5219;1;Maison;54;2;46.57;623
5220;2;Appartement;79;3;83.23;616
5221;2;Appartement;62;2;67.01;616
5222;2;Appartement;72;3;68.96;618
5223;2;Appartement;49;2;49.11;616
5224;2;Appartement;61;3;61.39;615
5225;2;Appartement;32;2;32.12;649
5226;2;Appartement;60;2;61.8;617
5227;2;Appartement;32;1;31.79;616
5228;2;Appartement;45;3;46.86;626
5229;2;Appartement;42;2;52.55;623
5230;2;Appartement;120;5;106.37;616
5231;2;Appartement;24;1;23.34;617
5232;2;Appartement;30;2;29.95;615
5233;1;Maison;48;2;59.56;617
5234;2;Appartement;15;1;20.97;615
5235;2;Appartement;43;3;39.25;623
5236;2;Appartement;45;2;47.22;621
5237;2;Appartement;24;1;15.96;616
5238;2;Appartement;78;3;71.4;616
5239;2;Appartement;100;4;97.69;616
5240;2;Appartement;110;4;110.65;616
5241;2;Appartement;51;2;50.73;618
5242;2;Appartement;60;2;51.48;649
5243;2;Appartement;36;1;16.98;650
5244;2;Appartement;95;4;93.07;647
5245;2;Appartement;59;3;46.75;615
5246;2;Appartement;64;2;58.35;651
5247;2;Appartement;65;3;71.84;623
5248;2;Appartement;71;4;66.72;618
5249;1;Maison;100;4;95.51;644
5250;2;Appartement;20;1;30.13;616
5251;2;Appartement;64;3;63.54;617
5252;2;Appartement;29;2;30.06;617
5253;2;Appartement;30;1;31.54;618
5254;2;Appartement;75;3;80.8;618
5255;2;Appartement;28;1;22.43;652
5256;2;Appartement;65;3;64.76;629
5257;2;Appartement;40;2;42.02;618
5258;2;Appartement;32;2;31.59;626
5259;2;Appartement;84;3;78.2;618
5260;1;Maison;100;3;98.44;653
5261;1;Maison;31;1;34.4;623
5262;2;Appartement;27;2;37.74;632
5263;2;Appartement;65;3;65;618
5264;1;Maison;86;4;86.42;618
5265;2;Appartement;18;1;14.37;616
5266;2;Appartement;55;2;54.75;618
5267;2;Appartement;70;3;73.37;618
5268;2;Appartement;90;4;86.7;618
5269;2;Appartement;48;1;38.01;654
5270;2;Appartement;58;3;57.55;618
5271;2;Appartement;50;2;47.47;618
5272;1;Maison;70;3;91.91;640
5273;2;Appartement;58;2;56.01;618
5274;2;Appartement;47;2;47.23;618
5275;2;Appartement;85;4;81;618
5276;2;Appartement;43;2;43.02;616
5277;2;Appartement;94;4;96.99;618
5278;1;Maison;93;4;93.21;615
5279;2;Appartement;110;1;100.9;616
5280;2;Appartement;50;2;53.91;616
5281;2;Appartement;46;2;45.64;629
5282;2;Appartement;24;1;66.85;655
5283;2;Appartement;39;2;39.15;621
5284;2;Appartement;73;3;71.41;629
5285;2;Appartement;42;2;56.64;622
5286;2;Appartement;40;2;40.3;618
5287;1;Maison;207;7;186.33;615
5288;2;Appartement;50;2;41.48;616
5289;2;Appartement;61;3;76.41;616
5290;2;Appartement;75;3;75.69;618
5291;2;Appartement;99;4;98.93;616
5292;2;Appartement;52;3;47.87;626
5293;2;Appartement;55;4;55.09;656
5294;2;Appartement;73;3;72.83;618
5295;2;Appartement;76;3;73.65;623
5296;2;Appartement;80;4;77.85;618
5297;2;Appartement;64;3;44;657
5298;2;Appartement;66;3;66.79;658
5299;2;Appartement;48;3;47.75;615
5300;2;Appartement;44;2;44.24;618
5301;2;Appartement;30;1;30.11;626
5302;2;Appartement;36;2;39.81;620
5303;2;Appartement;114;4;113.09;618
5304;2;Appartement;140;4;134.03;616
5305;2;Appartement;34;2;35.15;616
5306;2;Appartement;32;2;30.81;626
5307;2;Appartement;90;4;91.34;616
5308;2;Appartement;48;2;47.34;615
5309;2;Appartement;52;2;54.45;641
5310;2;Appartement;76;4;70.31;632
5311;1;Maison;32;2;34.34;620
5312;1;Maison;38;2;33.46;620
5313;2;Appartement;43;3;36.8;615
5314;2;Appartement;76;3;74.1;618
5315;2;Appartement;22;1;21.68;659
5316;2;Appartement;88;4;39.61;660
5317;2;Appartement;89;4;104;661
5318;2;Appartement;89;4;102;661
5319;1;Maison;49;3;59.1;662
5320;2;Appartement;27;2;26.4;663
5321;2;Appartement;27;2;28.15;663
5322;2;Appartement;38;1;38.29;663
5323;2;Appartement;50;2;32.29;664
5324;2;Appartement;60;3;60.07;665
5325;2;Appartement;65;3;65.24;665
5326;2;Appartement;40;1;36.29;666
5327;2;Appartement;28;2;27.42;667
5328;2;Appartement;79;4;76.95;666
5329;1;Maison;84;4;82.11;668
5330;2;Appartement;47;2;46.86;665
5331;2;Appartement;43;2;44.02;669
5332;1;Maison;83;4;83.4;663
5333;2;Appartement;35;2;35.75;663
5334;2;Appartement;127;5;131.37;665
5335;2;Appartement;49;3;50.53;666
5336;2;Appartement;71;4;67.24;666
5337;2;Appartement;16;1;14.85;666
5338;1;Maison;68;4;97.76;670
5339;2;Appartement;80;4;77.2;666
5340;2;Appartement;74;4;90.59;671
5341;2;Appartement;19;1;20;663
5342;1;Maison;82;4;81.36;672
5343;2;Appartement;51;3;46.87;667
5344;2;Appartement;28;2;27.43;667
5345;2;Appartement;43;2;42.47;666
5346;2;Appartement;90;4;120.25;673
5347;1;Maison;80;4;76.66;674
5348;2;Appartement;59;2;57.37;666
5349;2;Appartement;75;3;88.85;664
5350;2;Appartement;48;2;42.3;675
5351;2;Appartement;35;2;35.23;663
5352;2;Appartement;28;2;30.3;667
5353;2;Appartement;102;4;89.79;663
5354;2;Appartement;60;3;90.22;663
5355;2;Appartement;63;3;65.01;676
5356;2;Appartement;36;2;37.06;663
5357;2;Appartement;110;4;123.69;664
5358;2;Appartement;21;1;19.36;665
5359;2;Appartement;103;4;93.92;665
5360;2;Appartement;47;2;45;666
5361;2;Appartement;57;3;57.81;666
5362;2;Appartement;33;2;26.57;666
5363;2;Appartement;37;1;34.87;666
5364;2;Appartement;26;1;26.93;663
5365;2;Appartement;36;2;37.01;663
5366;2;Appartement;41;2;41.37;665
5367;2;Appartement;75;4;74.24;677
5368;2;Appartement;28;1;27.65;666
5369;2;Appartement;36;3;27.67;664
5370;1;Maison;72;4;72.53;678
5371;2;Appartement;19;1;19.65;665
5372;2;Appartement;118;4;163.89;665
5373;2;Appartement;68;3;68.29;679
5374;2;Appartement;25;1;23.01;663
5375;2;Appartement;19;1;20.06;663
5376;2;Appartement;79;5;78.76;666
5377;2;Appartement;129;3;115.98;663
5378;2;Appartement;48;2;51.25;666
5379;2;Appartement;65;3;66.21;666
5380;2;Appartement;68;3;31;667
5381;2;Appartement;40;2;37.46;666
5382;2;Appartement;67;3;67.15;666
5383;2;Appartement;63;3;62.65;666
5384;2;Appartement;35;2;34.7;666
5385;2;Appartement;32;2;25.02;663
5386;2;Appartement;35;1;35.61;663
5387;2;Appartement;26;1;27.81;666
5388;2;Appartement;20;1;20.46;663
5389;2;Appartement;22;1;23.14;666
5390;2;Appartement;70;4;65.85;666
5391;1;Maison;85;4;85.39;667
5392;2;Appartement;26;1;26.35;663
5393;2;Appartement;20;1;20.49;666
5394;2;Appartement;87;4;94.3;666
5395;2;Appartement;50;2;55.07;666
5396;2;Appartement;32;2;32.8;663
5397;2;Appartement;36;2;33.65;663
5398;1;Maison;76;2;78.68;677
5399;2;Appartement;40;2;43.99;663
5400;2;Appartement;25;1;33.91;666
5401;2;Appartement;20;1;19.45;663
5402;2;Appartement;22;1;18.2;663
5403;2;Appartement;34;2;59.42;663
5404;2;Appartement;26;1;25.97;663
5405;2;Appartement;19;1;18.76;663
5406;2;Appartement;40;3;39.23;667
5407;2;Appartement;40;3;38.18;667
5408;2;Appartement;22;2;23.38;666
5409;2;Appartement;21;1;20.12;663
5410;2;Appartement;21;1;20.79;665
5411;2;Appartement;23;1;22.82;666
5412;2;Appartement;28;1;29.01;663
5413;2;Appartement;48;2;47.94;665
5414;2;Appartement;25;1;30.56;663
5415;2;Appartement;66;4;61.06;666
5416;2;Appartement;90;3;93.78;666
5417;2;Appartement;64;3;55.98;680
5418;2;Appartement;69;3;68.32;667
5419;2;Appartement;36;2;41.4;663
5420;1;Maison;41;3;39.23;664
5421;1;Maison;40;2;742.17;681
5422;2;Appartement;57;3;57.74;666
5423;1;Maison;85;4;94.93;665
5424;2;Appartement;19;1;17.72;666
5425;2;Appartement;62;3;84.17;670
5426;2;Appartement;22;1;21.98;666
5427;2;Appartement;54;3;51.71;666
5428;2;Appartement;63;3;62.35;666
5429;2;Appartement;27;1;27.11;665
5430;2;Appartement;66;4;66.48;666
5431;2;Appartement;38;2;36.65;669
5432;2;Appartement;53;2;53.85;665
5433;2;Appartement;52;3;49.07;666
5434;2;Appartement;79;3;80.07;666
5435;2;Appartement;50;2;38.68;666
5436;2;Appartement;73;3;73.32;666
5437;1;Maison;82;4;95.92;665
5438;2;Appartement;79;4;76.19;666
5439;1;Maison;29;3;33.49;664
5440;2;Appartement;58;3;57.5;666
5441;2;Appartement;22;1;19.86;663
5442;2;Appartement;13;1;13.45;663
5443;2;Appartement;42;3;42.81;663
5444;2;Appartement;18;1;18.09;663
5445;2;Appartement;37;1;31.34;666
5446;2;Appartement;33;1;33;666
5447;2;Appartement;54;2;63.45;663
5448;2;Appartement;40;3;39.74;667
5449;2;Appartement;46;3;44.03;682
5450;2;Appartement;44;2;44.64;665
5451;2;Appartement;25;1;26.35;663
5452;2;Appartement;69;3;70.49;666
5453;2;Appartement;97;3;94.46;666
5454;2;Appartement;60;3;114.95;683
5455;2;Appartement;54;2;54.01;666
5456;2;Appartement;74;4;79.89;666
5457;1;Maison;29;3;32.7;664
5458;2;Appartement;42;3;42.74;663
5459;1;Maison;29;2;29.51;664
5460;2;Appartement;21;1;21.68;663
5461;2;Appartement;33;2;32.85;663
5462;2;Appartement;76;3;71.91;665
5463;2;Appartement;18;1;17.83;663
5464;1;Maison;40;3;40.16;664
5465;2;Appartement;60;2;64.04;665
5466;2;Appartement;69;2;70.03;663
5467;2;Appartement;95;4;89.1;666
5468;2;Appartement;24;1;24.52;663
5469;1;Maison;86;4;85.14;663
5470;2;Appartement;59;3;61.85;663
5471;2;Appartement;87;4;87.2;684
5472;2;Appartement;58;3;45.85;673
5473;2;Appartement;33;2;32.37;666
5474;2;Appartement;45;2;47.41;685
5475;2;Appartement;33;2;33.22;665
5476;2;Appartement;20;1;20.9;663
5477;2;Appartement;53;2;54.07;686
5478;2;Appartement;22;1;19.97;666
5479;1;Maison;111;4;118.75;665
5480;2;Appartement;32;1;32.36;666
5481;1;Maison;79;4;80.18;687
5482;2;Appartement;35;2;46.35;663
5483;2;Appartement;68;3;68.7;688
5484;2;Appartement;130;5;133.7;666
5485;2;Appartement;50;3;34.07;663
5486;2;Appartement;34;1;71.27;663
5487;2;Appartement;20;1;19.74;664
5488;1;Maison;108;4;103.4;689
5489;1;Maison;85;4;89.11;668
5490;2;Appartement;49;2;50.14;665
5491;2;Appartement;18;1;18.53;663
5492;2;Appartement;35;2;34.87;663
5493;1;Maison;105;5;95.54;666
5494;2;Appartement;36;2;36.93;665
5495;2;Appartement;57;2;56.9;666
5496;2;Appartement;82;3;82.82;666
5497;2;Appartement;32;2;32.63;663
5498;2;Appartement;53;4;49.27;663
5499;2;Appartement;75;3;75.05;666
5500;2;Appartement;62;1;61.91;666
5501;2;Appartement;67;4;66.49;666
5502;2;Appartement;77;3;74.78;665
5503;1;Maison;135;4;116.23;665
5504;2;Appartement;38;3;39.7;663
5505;2;Appartement;18;1;19.06;663
5506;2;Appartement;64;3;63.02;664
5507;2;Appartement;44;2;44.31;665
5508;2;Appartement;49;2;49.48;666
5509;2;Appartement;64;3;62.17;669
5510;2;Appartement;56;3;56.11;666
5511;2;Appartement;74;3;74.23;665
5512;2;Appartement;49;3;46.88;664
5513;1;Maison;105;4;106.68;664
5514;1;Maison;86;4;100.91;664
5515;2;Appartement;41;2;36.04;666
5516;1;Maison;89;4;89.78;690
5517;1;Maison;105;4;107.15;663
5518;2;Appartement;53;2;53.88;686
5519;2;Appartement;75;4;70.95;666
5520;2;Appartement;31;2;34;663
5521;2;Appartement;22;1;22.61;663
5522;2;Appartement;30;2;30.13;663
5523;2;Appartement;34;2;35.85;663
5524;2;Appartement;19;1;19.48;663
5525;2;Appartement;29;2;31.27;663
5526;2;Appartement;98;3;95.42;666
5527;1;Maison;89;4;89.79;665
5528;2;Appartement;20;1;20.51;663
5529;2;Appartement;65;3;65.41;671
5530;2;Appartement;63;3;64.57;663
5531;2;Appartement;18;1;20.01;666
5532;2;Appartement;23;1;23.6;663
5533;2;Appartement;171;6;166.71;666
5534;2;Appartement;44;3;43.71;663
5535;2;Appartement;29;2;30.7;667
5536;2;Appartement;27;2;28.25;666
5537;2;Appartement;59;3;54.76;663
5538;2;Appartement;39;2;54.82;663
5539;2;Appartement;50;2;50.21;666
5540;2;Appartement;22;1;23.16;691
5541;2;Appartement;79;4;81.45;666
5542;1;Maison;53;2;51.1;664
5543;2;Appartement;117;3;82.35;665
5544;1;Maison;84;4;84.66;663
5545;2;Appartement;58;3;57.19;665
5546;1;Maison;94;3;21.03;692
5547;2;Appartement;89;4;95.6;665
5548;2;Appartement;84;5;79.13;666
5549;2;Appartement;47;2;47.89;665
5550;2;Appartement;35;2;31.4;666
5551;2;Appartement;29;2;30.22;663
5552;2;Appartement;68;3;68.23;666
5553;2;Appartement;25;1;28.91;693
5554;2;Appartement;51;2;50.34;663
5555;2;Appartement;41;2;37.97;663
5556;2;Appartement;86;4;80.94;666
5557;1;Maison;95;4;91.96;694
5558;2;Appartement;20;1;26.28;663
5559;2;Appartement;19;1;20.58;663
5560;2;Appartement;95;4;100.11;663
5561;2;Appartement;31;2;35.06;663
5562;2;Appartement;25;1;33.27;663
5563;2;Appartement;60;3;62.65;695
5564;2;Appartement;44;2;64.48;665
5565;2;Appartement;88;4;79.4;666
5566;2;Appartement;35;2;34.75;663
5567;2;Appartement;36;2;38.08;663
5568;2;Appartement;50;1;45.63;663
5569;2;Appartement;70;3;76.03;666
5570;2;Appartement;30;2;30.53;663
5571;2;Appartement;20;1;19.6;666
5572;1;Maison;82;4;78.75;665
5573;2;Appartement;36;1;35.03;664
5574;2;Appartement;74;4;76.69;666
5575;2;Appartement;63;3;59.04;679
5576;2;Appartement;105;6;106.7;665
5577;2;Appartement;49;2;47.78;666
5578;2;Appartement;56;2;51.72;666
5579;2;Appartement;65;3;62.24;666
5580;2;Appartement;71;3;74.87;683
5581;2;Appartement;29;2;29.15;665
5582;1;Maison;25;1;24.9;696
5583;2;Appartement;65;2;62.88;675
5584;2;Appartement;40;3;40.45;667
5585;1;Maison;65;2;64.6;672
5586;2;Appartement;84;3;75.65;697
5587;2;Appartement;39;3;39.49;663
5588;2;Appartement;27;1;25.25;677
5589;2;Appartement;20;1;20.12;664
5590;2;Appartement;22;1;21.35;663
5591;2;Appartement;20;1;20.27;665
5592;2;Appartement;42;2;34.83;666
5593;2;Appartement;80;3;80.79;663
5594;2;Appartement;34;2;33.73;663
5595;2;Appartement;112;4;213.45;665
5596;2;Appartement;87;4;73.1;663
5597;2;Appartement;50;3;57.26;692
5598;2;Appartement;18;1;17.88;666
5599;2;Appartement;32;1;32.26;666
5600;2;Appartement;51;3;51.95;666
5601;2;Appartement;37;1;37.76;665
5602;1;Maison;146;5;137;697
5603;2;Appartement;36;2;34.72;685
5604;2;Appartement;24;1;25.04;663
5605;2;Appartement;70;3;58.22;671
5606;2;Appartement;24;1;25.71;663
5607;2;Appartement;19;1;18.27;666
5608;2;Appartement;45;2;44.77;687
5609;2;Appartement;92;4;90.77;665
5610;2;Appartement;20;1;21.01;666
5611;2;Appartement;99;4;96.11;666
5612;2;Appartement;77;3;75.57;665
5613;2;Appartement;52;3;52.96;663
5614;2;Appartement;37;2;35.36;665
5615;2;Appartement;51;2;38.72;666
5616;2;Appartement;37;2;38.36;663
5617;2;Appartement;26;1;46.63;663
5618;2;Appartement;20;1;20.05;663
5619;2;Appartement;53;2;48.69;666
5620;2;Appartement;34;2;34.8;663
5621;2;Appartement;71;3;68.39;666
5622;2;Appartement;59;2;47.12;666
5623;1;Maison;77;4;74.95;672
5624;2;Appartement;22;1;21.97;665
5625;2;Appartement;111;3;109.33;666
5626;2;Appartement;23;1;23.65;666
5627;2;Appartement;90;3;80.88;666
5628;1;Maison;91;5;93.88;665
5629;2;Appartement;29;2;28.53;663
5630;1;Maison;104;4;110.85;665
5631;2;Appartement;34;2;35.07;665
5632;2;Appartement;18;1;19.19;665
5633;2;Appartement;84;3;81.14;666
5634;2;Appartement;90;4;75.1;666
5635;2;Appartement;48;1;44.11;666
5636;2;Appartement;78;5;77.93;666
5637;2;Appartement;46;2;46.07;666
5638;2;Appartement;20;1;19.54;665
5639;2;Appartement;29;2;28.27;663
5640;2;Appartement;92;5;80.15;698
5641;2;Appartement;81;4;82.62;699
5642;2;Appartement;56;2;53.06;698
5643;2;Appartement;32;2;31.57;698
5644;2;Appartement;98;4;94.57;700
5645;2;Appartement;47;3;45.23;701
5646;2;Appartement;47;3;47.8;702
5647;2;Appartement;38;2;38.19;698
5648;2;Appartement;36;1;34.69;698
5649;2;Appartement;33;2;33.07;698
5650;2;Appartement;81;4;82.67;699
5651;2;Appartement;35;1;34.6;703
5652;2;Appartement;61;3;60.71;699
5653;2;Appartement;78;2;77.2;703
5654;2;Appartement;71;3;71.38;703
5655;2;Appartement;64;4;57.35;704
5656;2;Appartement;46;2;49.7;700
5657;2;Appartement;54;3;55.6;705
5658;2;Appartement;42;2;38.79;706
5659;2;Appartement;63;3;63.41;703
5660;1;Maison;81;4;81.55;705
5661;2;Appartement;34;1;33.65;707
5662;2;Appartement;56;3;53.55;708
5663;2;Appartement;86;4;83.99;702
5664;2;Appartement;50;2;50.33;698
5665;1;Maison;80;4;80.08;709
5666;1;Maison;137;4;173.59;708
5667;1;Maison;45;2;44.95;710
5668;2;Appartement;108;3;86.25;711
5669;2;Appartement;65;3;65.16;707
5670;1;Maison;92;4;91.79;703
5671;2;Appartement;50;3;50.34;698
5672;2;Appartement;68;3;68.45;702
5673;2;Appartement;53;3;53.05;712
5674;1;Maison;150;5;130;713
5675;2;Appartement;14;1;13.24;698
5676;2;Appartement;58;3;43.28;698
5677;2;Appartement;84;4;85.24;703
5678;2;Appartement;49;2;49.35;698
5679;2;Appartement;54;2;54.36;698
5680;1;Maison;83;4;84.06;712
5681;2;Appartement;70;3;51.29;700
5682;1;Maison;104;4;95.24;698
5683;2;Appartement;73;4;65.94;711
5684;1;Maison;100;4;99.26;714
5685;2;Appartement;54;2;54.4;711
5686;2;Appartement;65;3;65.4;705
5687;2;Appartement;56;2;62.95;698
5688;2;Appartement;52;3;52.6;712
5689;2;Appartement;85;3;85;715
5690;2;Appartement;64;3;64.03;707
5691;2;Appartement;46;2;43.93;712
5692;2;Appartement;27;1;27.85;716
5693;1;Maison;90;3;92.36;711
5694;2;Appartement;68;4;72.22;711
5695;2;Appartement;42;3;45.64;717
5696;2;Appartement;73;4;73.58;703
5697;2;Appartement;76;4;75.84;701
5698;2;Appartement;63;2;57.3;718
5699;2;Appartement;65;3;62.9;698
5700;1;Maison;89;4;88.3;719
5701;2;Appartement;89;4;85.01;717
5702;2;Appartement;50;2;50.39;717
5703;2;Appartement;40;2;38.32;708
5704;1;Maison;81;4;81.24;705
5705;1;Maison;85;4;89.32;711
5706;2;Appartement;120;5;121.06;720
5707;2;Appartement;26;1;28.31;698
5708;2;Appartement;159;3;139.99;698
5709;2;Appartement;38;2;37.6;698
5710;2;Appartement;70;3;78.18;698
5711;2;Appartement;66;3;64.24;698
5712;1;Maison;87;4;85.99;717
5713;2;Appartement;41;2;43.91;721
5714;2;Appartement;82;4;81.65;707
5715;2;Appartement;39;2;39.5;722
5716;2;Appartement;39;2;39.28;722
5717;2;Appartement;30;1;100.45;723
5718;2;Appartement;54;3;60.54;724
5719;1;Maison;133;4;138.95;722
5720;2;Appartement;46;2;14;725
5721;2;Appartement;52;3;53.94;726
5722;2;Appartement;54;2;53.2;722
5723;2;Appartement;110;5;162.12;725
5724;2;Appartement;92;3;93.83;727
5725;2;Appartement;175;4;175.18;722
5726;2;Appartement;32;2;33.84;728
5727;2;Appartement;62;3;62.01;728
5728;2;Appartement;38;1;71.83;727
5729;2;Appartement;70;4;70.9;722
5730;2;Appartement;19;1;18.38;729
5731;2;Appartement;65;3;60.16;730
5732;2;Appartement;85;3;68.06;731
5733;2;Appartement;60;3;59.36;732
5734;2;Appartement;46;2;45.58;732
5735;2;Appartement;42;2;42.31;733
5736;2;Appartement;41;2;41;729
5737;2;Appartement;67;3;67.49;731
5738;2;Appartement;45;2;43.01;733
5739;2;Appartement;19;1;15.27;731
5740;2;Appartement;63;3;63.23;730
5741;2;Appartement;64;3;68.87;729
5742;2;Appartement;44;2;41.93;730
5743;2;Appartement;64;3;64.6;734
5744;2;Appartement;69;2;69.69;731
5745;2;Appartement;32;1;31.49;735
5746;2;Appartement;50;2;50.57;732
5747;2;Appartement;65;3;66.51;731
5748;2;Appartement;42;2;42.56;730
5749;2;Appartement;90;3;93.43;729
5750;2;Appartement;24;1;24.01;732
5751;2;Appartement;115;5;118.19;731
5752;2;Appartement;42;1;41.92;731
5753;2;Appartement;80;3;45.01;731
5754;2;Appartement;70;3;71.4;736
5755;2;Appartement;19;1;10.19;729
5756;2;Appartement;57;3;56.01;730
5757;2;Appartement;49;2;48;730
5758;2;Appartement;49;3;47.03;731
5759;2;Appartement;180;5;175.75;731
5760;2;Appartement;42;2;41.86;737
5761;2;Appartement;129;6;140.19;729
5762;1;Maison;86;4;85.22;733
5763;2;Appartement;48;2;48.11;738
5764;2;Appartement;48;2;47.92;739
5765;2;Appartement;70;3;70.26;737
5766;2;Appartement;35;2;53.15;729
5767;2;Appartement;44;1;39.95;731
5768;2;Appartement;27;1;27.65;732
5769;2;Appartement;37;2;38.85;729
5770;2;Appartement;53;2;53.61;732
5771;2;Appartement;37;2;35.56;729
5772;2;Appartement;93;4;87.54;730
5773;2;Appartement;59;3;67.32;732
5774;2;Appartement;17;1;15.93;731
5775;2;Appartement;100;4;121.72;731
5776;2;Appartement;16;1;14.34;729
5777;2;Appartement;24;1;21.47;731
5778;2;Appartement;33;2;32.7;730
5779;2;Appartement;55;3;56.49;730
5780;1;Maison;86;4;83.98;729
5781;2;Appartement;39;2;31.71;731
5782;2;Appartement;37;2;37.33;731
5783;2;Appartement;79;4;78.88;730
5784;2;Appartement;29;1;30.1;732
5785;2;Appartement;75;2;70.37;731
5786;2;Appartement;44;2;44.1;730
5787;2;Appartement;55;3;58.68;732
5788;2;Appartement;24;1;21.68;731
5789;2;Appartement;74;4;74.88;730
5790;2;Appartement;52;3;51.75;730
5791;2;Appartement;60;3;60.33;730
5792;2;Appartement;66;2;66.84;730
5793;2;Appartement;69;3;70.33;730
5794;2;Appartement;46;2;48.38;738
5795;2;Appartement;66;4;66.89;732
5796;2;Appartement;33;2;32.45;730
5797;2;Appartement;23;1;17.78;731
5798;2;Appartement;66;3;66.75;730
5799;2;Appartement;14;1;13.91;731
5800;2;Appartement;26;1;26;729
5801;2;Appartement;42;2;42.31;740
5802;2;Appartement;35;2;32.81;730
5803;2;Appartement;63;3;63.77;732
5804;2;Appartement;67;3;67.81;729
5805;2;Appartement;64;3;63.94;729
5806;2;Appartement;34;2;34.95;731
5807;2;Appartement;28;1;29.03;730
5808;2;Appartement;86;4;85.61;730
5809;2;Appartement;101;4;101.41;730
5810;2;Appartement;23;1;21.14;731
5811;2;Appartement;31;1;31.6;732
5812;2;Appartement;18;1;19.12;730
5813;2;Appartement;15;1;11.78;729
5814;2;Appartement;99;5;98.39;732
5815;2;Appartement;64;3;64.08;732
5816;1;Maison;125;5;126.93;741
5817;2;Appartement;68;4;68.74;732
5818;2;Appartement;44;2;44.09;737
5819;2;Appartement;42;2;42.78;729
5820;2;Appartement;67;2;63.76;731
5821;2;Appartement;39;2;39.83;730
5822;2;Appartement;20;1;20.23;729
5823;2;Appartement;57;3;57.59;731
5824;2;Appartement;79;4;83;742
5825;2;Appartement;77;4;75.7;731
5826;2;Appartement;36;2;37.03;731
5827;2;Appartement;25;1;25.24;729
5828;2;Appartement;93;4;51.55;730
5829;2;Appartement;60;3;60.24;733
5830;2;Appartement;93;4;85.66;731
5831;2;Appartement;72;3;58.09;729
5832;2;Appartement;64;3;63.94;732
5833;2;Appartement;74;4;72.84;732
5834;2;Appartement;41;2;42.68;732
5835;2;Appartement;35;1;33.5;731
5836;2;Appartement;18;1;16.72;729
5837;2;Appartement;67;3;70.35;731
5838;2;Appartement;32;1;32.43;740
5839;2;Appartement;51;3;47.52;730
5840;2;Appartement;63;3;62.27;733
5841;2;Appartement;85;4;85.02;729
5842;2;Appartement;60;3;60.28;730
5843;2;Appartement;27;1;27.67;743
5844;2;Appartement;68;3;67.49;730
5845;2;Appartement;82;4;98.57;738
5846;2;Appartement;23;1;17.57;731
5847;2;Appartement;98;5;98.26;729
5848;2;Appartement;49;2;50.31;729
5849;2;Appartement;68;3;86.13;731
5850;2;Appartement;68;4;68;732
5851;2;Appartement;99;3;97.05;731
5852;2;Appartement;40;2;22.24;732
5853;2;Appartement;65;4;64.18;732
5854;2;Appartement;27;1;28.59;742
5855;2;Appartement;57;3;57.1;729
5856;2;Appartement;39;2;39.46;731
5857;2;Appartement;32;1;30.45;731
5858;2;Appartement;30;2;35.69;731
5859;2;Appartement;65;3;63.82;742
5860;2;Appartement;50;2;45.72;732
